location,description,url,followers_count,friends_count,listedcount,created_at,favourites_count,verified,statuses_count,lang,default_profile,bot
0,398,28,159,6,26,954,0,0,5019,10,1,1
0,106,63,40,0,15,604,0,0,3921,10,1,1
0,515,248,1814,0,172,977,5106,0,57061,10,1,1
271,270,28,0,280,0,108,21,0,31,10,1,1
0,0,28,0,9,0,532,0,0,0,10,1,1
364,541,28,806,85,32,416,229,0,1497,11,0,1
0,261,28,25,524,0,595,1,0,1,10,1,1
0,639,28,77,1,27,668,0,0,5057,10,1,1
13,15,369,140,0,2,40,0,0,16203,1,1,1
137,203,28,41,0,12,1044,0,0,2397,10,0,1
0,93,28,1248,7,3,569,0,0,11708,10,0,1
14,6,15,662,3,6,27,60,0,29818,1,1,1
0,529,298,49,1,6,68,23,0,9820,13,0,1
0,144,28,0,35,0,592,58,0,83,10,1,1
10,2,369,1148,7,12,44,6,0,24607,1,1,1
0,17,369,2,85,0,7,7,0,11,1,1,1
367,375,338,19,23,4,444,2,0,2768,10,0,1
108,214,311,10057,7468,108,166,1905,0,1459,10,0,1
0,366,200,1464,40,157,807,996,0,144584,10,0,1
0,757,343,490,1,21,943,0,0,927,10,1,1
0,759,97,93,0,24,960,0,0,5145,10,0,1
0,591,28,36,1,11,949,0,0,793,10,1,1
0,0,28,60,32,6,1008,2,0,4365,10,1,1
207,437,28,214,0,20,309,0,0,9727,10,1,1
0,288,28,34,787,0,662,7,0,2,10,1,1
