screen_name,location,followers_count,friends_count,listed_count,favorites_count,verified,statuses_count,status,name
satanya_bot,None,237,193,None,None,None,2374,"{u'lang': u'ja', u'text': u'@karaagelemon191  \u5168\u304f\u2026\u9045\u3044\u308f\u3088\u3063\uff01\n\u5815\u5929\u4f7f\u306b\u8ca0\u3051\u3066\u3069\u3046\u3059\u308b\u306e\uff1f', u'created_at': u'Sun Apr 09 21:54:06 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'karaagelemon191', u'name': u'\u30b5\u30bf\u30fc\u30cb\u30e3@YP', u'id': 793843894232293376}], u'source': u'<a href=""http://botbird.metabirds.net"" rel=""nofollow"">Botbird tweets</a>', u'in_reply_to_status_id': 851189876879839233, u'in_reply_to_screen_name': u'karaagelemon191', u'id_str': u'851191517670780928', u'urls': [], u'id': 851191517670780928, u'in_reply_to_user_id': 793843894232293376}",ã‚µã‚¿ãƒ¼ãƒ‹ãƒ£bot
satoruishido,¾±Š¼ÂŽÄ_Œ ÉŒÏ¬Š_,11027,470,814,176,TRUE,26348,"{'created_at': 'Tue Apr 11 09:55:47 +0000 2017', 'id': 851735522158325760, 'id_str': '851735522158325760', 'text': '‹_‹Ù¾±Ù¾öü‹Ñ‹‹¥‹Î©±ŽÁÎ‹Ç‹»‹£‹_‹ã‹âÜ‹¬¾Û‹£‹Ù‹âä‹Û‹Ò‹âÎ‹Ü‰ Õhttps://t.co/CHmZ1FlmVx\u3000ŠÈ´Œä‹Ç¾Ýü‹ã‹Ù\n‹Û_‹‹âÎ‹øŒ_‹â_‹¨Š_µ± ¾¥ª¾‹Ç¾¨Ü‹â_¦_‹Ô‹âÜ‹ÛÎ¾±Ù¾öü‹Ñ‹‹¥‹Û ‹Û‹âÕ»_‹âÒ‹¤‹È‹Ñ‹ã‹»‹‹Ûâhttps://t.co/uaidkCYLgW', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/CHmZ1FlmVx', 'expanded_url': 'https://ten.tokyo-shoseki.co.jp/tangenl/shou/43406/11478/', 'display_url': 'ten.tokyo-shoseki.co.jp/tangenl/shou/4‰Û_', 'indices': [26, 49]}, {'url': 'https://t.co/uaidkCYLgW', 'expanded_url': 'https://www.buzzfeed.com/satoruishido/mext-edoshigusa?utm_term=.dugRzYE6MR', 'display_url': 'buzzfeed.com/satoruishido/m‰Û_', 'indices': [94, 117]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 16, 'favorite_count': 13, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'ja'}",Ù_¾öüÇ_(Ishido Satoru)
sayangel,"New York, NY",956,782,100,3133,FALSE,2183,"{'place': {'attributes': {}, 'country_code': 'US', 'name': 'Manhattan', 'contained_within': [], 'full_name': 'Manhattan, NY', 'url': 'https://api.twitter.com/1.1/geo/id/01a9a39529b27f36.json', 'id': '01a9a39529b27f36', 'bounding_box': {'coordinates': [[[-74.026675, 40.683935], [-73.910408, 40.683935], [-73.910408, 40.877483], [-74.026675, 40.877483]]], 'type': 'Polygon'}, 'place_type': 'city', 'country': 'United States'}, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': {'coordinates': [40.807767, -73.96288905], 'type': 'Point'}, 'coordinates': {'coordinates': [-73.96288905, 40.807767], 'type': 'Point'}, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '851107425537204224', 'text': ""I'm at @Columbia University in New York, NY https://t.co/oUYuYwpgUn"", 'contributors': None, 'entities': {'symbols': [], 'urls': [{'url': 'https://t.co/oUYuYwpgUn', 'expanded_url': 'https://www.swarmapp.com/c/jWvGcMGw1YA', 'indices': [44, 67], 'display_url': 'swarmapp.com/c/jWvGcMGw1YA'}], 'hashtags': [], 'user_mentions': [{'id_str': '248795646', 'name': 'Columbia University', 'screen_name': 'Columbia', 'id': 248795646, 'indices': [7, 16]}]}, 'favorite_count': 1, 'source': '<a href=""http://foursquare.com"" rel=""nofollow"">Foursquare</a>', 'possibly_sensitive': False, 'created_at': 'Sun Apr 09 16:19:57 +0000 2017', 'id': 851107425537204224, 'lang': 'en', 'retweet_count': 0}",Angel S.
scarriewhite,new york/san diego,498,767,10,8130,FALSE,12096,"{'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': '549264466', 'in_reply_to_status_id_str': '850672220271632384', 'geo': None, 'coordinates': None, 'in_reply_to_status_id': 850672220271632384, 'in_reply_to_user_id': 549264466, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': 'scarriewhite', 'id_str': '850672366082338816', 'text': ""time to do another show on the east coast help me i'm so tired"", 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, 'favorite_count': 2, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'created_at': 'Sat Apr 08 11:31:11 +0000 2017', 'id': 850672366082338816, 'lang': 'en', 'retweet_count': 0}",rachel meghan
scharf_michael,los angeles,265,355,3,3122,FALSE,147,"{'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '850049008122724352', 'text': 'RIP Don Rickles', 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': []}, 'favorite_count': 1, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'created_at': 'Thu Apr 06 18:14:11 +0000 2017', 'id': 850049008122724352, 'lang': 'en', 'retweet_count': 0}",Michael
SchoofsFeed,Always happy to talk.,11509,108,330,1152,TRUE,5099,"{'created_at': 'Tue Apr 11 15:38:15 +0000 2017', 'id': 851821706838761473, 'id_str': '851821706838761473', 'text': 'RT @csmcdaniel: .@RosalindZAdams Which controversial for-profit has the most ominous name?', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'csmcdaniel', 'name': 'Chris McDaniel', 'id': 115551858, 'id_str': '115551858', 'indices': [3, 14]}, {'screen_name': 'RosalindZAdams', 'name': 'Rosalind Adams', 'id': 15082241, 'id_str': '15082241', 'indices': [17, 32]}], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Tue Apr 11 15:20:11 +0000 2017', 'id': 851817157629538304, 'id_str': '851817157629538304', 'text': '.@RosalindZAdams Which controversial for-profit has the most ominous name?', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RosalindZAdams', 'name': 'Rosalind Adams', 'id': 15082241, 'id_str': '15082241', 'indices': [1, 16]}], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': 851816113147084800, 'in_reply_to_status_id_str': '851816113147084800', 'in_reply_to_user_id': 115551858, 'in_reply_to_user_id_str': '115551858', 'in_reply_to_screen_name': 'csmcdaniel', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",Mark Schoofs
schultzmaggie,"Brooklyn, NY",386,568,15,742,FALSE,756,"{'created_at': 'Tue Apr 11 18:45:34 +0000 2017', 'id': 851868844494925825, 'id_str': '851868844494925825', 'text': 'holocaust centers', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 7, 'favorite_count': 9, 'favorited': False, 'retweeted': False, 'lang': 'en'}",Maggie Schultz
ScottiHill,,12093,187,94,13213,TRUE,4894,"{'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'quoted_status_id_str': '851306240714125313', 'geo': None, 'coordinates': None, 'quoted_status_id': 851306240714125313, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': True, 'in_reply_to_screen_name': None, 'id_str': '851327728221429760', 'text': 'Chicago is closed for spring break. https://t.co/NFUrxFgXwk', 'contributors': None, 'entities': {'symbols': [], 'urls': [{'url': 'https://t.co/NFUrxFgXwk', 'expanded_url': 'https://twitter.com/davefuknbee/status/851306240714125313', 'indices': [36, 59], 'display_url': 'twitter.com/davefuknbee/stâ€¦'}], 'hashtags': [], 'user_mentions': []}, 'favorite_count': 14, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'possibly_sensitive': False, 'created_at': 'Mon Apr 10 06:55:21 +0000 2017', 'in_reply_to_status_id': None, 'id': 851327728221429760, 'lang': 'en', 'retweet_count': 3}",Scotti Hill
selenagomez,Los Angeles ,46834114,1272,133676,None,TRUE,4203,"{u'lang': u'en', u'retweeted_status': {u'lang': u'en', u'text': u""Our #13ReasonsWhy watch party is TODAY at 4p PST. We'll be watching Episode 1. Who's joining us?!? \U0001f389\U0001f389\U0001f389 https://t.co/J0qNEs2T9j"", u'created_at': u'Sat Apr 01 22:09:47 +0000 2017', u'hashtags': [{u'text': u'13ReasonsWhy'}], u'user_mentions': [], u'source': u'<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', u'id_str': u'848296359891488768', u'urls': [], u'media': [{u'expanded_url': u'https://twitter.com/SelenaFanClub/status/848296359891488768/video/1', u'display_url': u'pic.twitter.com/J0qNEs2T9j', u'url': u'https://t.co/J0qNEs2T9j', u'media_url_https': u'https://pbs.twimg.com/ext_tw_video_thumb/848294964295421952/pu/img/Er-lE2ipeTELjbVP.jpg', u'video_info': {u'aspect_ratio': [1, 1], u'duration_millis': 30072, u'variants': [{u'url': u'https://video.twimg.com/ext_tw_video/848294964295421952/pu/vid/480x480/UTpnhryrgXvv1zbc.mp4', u'bitrate': 832000, u'content_type': u'video/mp4'}, {u'url': u'https://video.twimg.com/ext_tw_video/848294964295421952/pu/vid/240x240/0dB-8ouEBoczY2P9.mp4', u'bitrate': 320000, u'content_type': u'video/mp4'}, {u'url': u'https://video.twimg.com/ext_tw_video/848294964295421952/pu/vid/720x720/0-EY7bp-RKYjC3We.mp4', u'bitrate': 1280000, u'content_type': u'video/mp4'}, {u'url': u'https://video.twimg.com/ext_tw_video/848294964295421952/pu/pl/QGlyGiw9DBHhf-U9.m3u8', u'content_type': u'application/x-mpegURL'}]}, u'sizes': {u'small': {u'h': 340, u'resize': u'fit', u'w': 340}, u'large': {u'h': 720, u'resize': u'fit', u'w': 720}, u'medium': {u'h': 600, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'type': u'video', u'id': 848294964295421952, u'media_url': u'http://pbs.twimg.com/ext_tw_video_thumb/848294964295421952/pu/img/Er-lE2ipeTELjbVP.jpg'}], u'retweet_count': 6417, u'id': 848296359891488768, u'favorite_count': 18324}, u'text': u""RT @SelenaFanClub: Our #13ReasonsWhy watch party is TODAY at 4p PST. We'll be watching Episode 1. Who's joining us?!? \U0001f389\U0001f389\U0001f389 https://t.co/J0qN\u2026"", u'created_at': u'Sat Apr 01 22:10:55 +0000 2017', u'hashtags': [{u'text': u'13ReasonsWhy'}], u'user_mentions': [{u'screen_name': u'SelenaFanClub', u'name': u'Official Selenators', u'id': 3286004797}], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'848296646039306240', u'urls': [], u'retweet_count': 6417, u'id': 848296646039306240}",Selena Gomez
Senpai_Bot_,None,50033,1,107,None,None,915096,"{u'lang': u'et', u'text': u'@UOXHANI I have noticed you, eunji-k\u014dhai\n\n     #senpaiBot', u'created_at': u'Sun Apr 09 21:54:23 +0000 2017', u'hashtags': [{u'text': u'senpaiBot'}], u'user_mentions': [{u'screen_name': u'UOXHANI', u'name': u'eunji', u'id': 758239565098340352}], u'source': u'<a href=""https://twitter.com/Senpai_Bot_"" rel=""nofollow"">SenpaiBot V4</a>', u'in_reply_to_screen_name': u'UOXHANI', u'id_str': u'851191585475878912', u'urls': [], u'id': 851191585475878912, u'in_reply_to_user_id': 758239565098340352}",Senpai
SethGreen,Here & Now,1507835,441,13651,1644,TRUE,6454,"{'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '850403087642632192', 'text': 'Want to visit #RobotChicken &amp; meet me AND help a good cause? \nhttps://t.co/RGsOjcPnFq', 'contributors': None, 'entities': {'symbols': [], 'urls': [{'url': 'https://t.co/RGsOjcPnFq', 'expanded_url': 'http://bit.ly/2o6jTa8', 'indices': [66, 89], 'display_url': 'bit.ly/2o6jTa8'}], 'hashtags': [{'text': 'RobotChicken', 'indices': [14, 27]}], 'user_mentions': []}, 'favorite_count': 324, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'possibly_sensitive': False, 'created_at': 'Fri Apr 07 17:41:10 +0000 2017', 'id': 850403087642632192, 'lang': 'en', 'retweet_count': 67}",Seth Green
Seto_mari137,None,51,16,6,None,None,10645,"{u'lang': u'ja', u'text': u'\u304a\u306f\u3088\u3046\u3063\u3059\u3001\u4eca\u65e5\u3082\u9811\u5f35\u308b\u3063\u3059\u3088\uff01#bot', u'created_at': u'Sun Apr 09 21:54:03 +0000 2017', u'hashtags': [{u'text': u'bot'}], u'user_mentions': [], u'source': u'<a href=""http://twirobo.com/"" rel=""nofollow"">twiroboJP</a>', u'id_str': u'851191503477067776', u'urls': [], u'id': 851191503477067776}",ã‚»ãƒˆ@æ£®ã‚»ãƒˆ
sfmarketupdate,"San Francisco, CA",49037,43,1,89,FALSE,132,"{'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '849002592302579712', 'text': 'BBC News - Graphene-based sieve turns seawater into drinking water https://t.co/AEGcOrwxAK', 'contributors': None, 'entities': {'symbols': [], 'urls': [{'url': 'https://t.co/AEGcOrwxAK', 'expanded_url': 'http://www.bbc.com/news/science-environment-39482342', 'indices': [67, 90], 'display_url': 'bbc.com/news/science-eâ€¦'}], 'hashtags': [], 'user_mentions': []}, 'favorite_count': 0, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'possibly_sensitive': False, 'created_at': 'Mon Apr 03 20:56:06 +0000 2017', 'id': 849002592302579712, 'lang': 'en', 'retweet_count': 0}",Jess Williams
shakira,Barranquilla,44138438,198,102016,None,TRUE,4656,"{u'lang': u'es', u'truncated': True, u'text': u'Por si no lo vieron, el video con la letra de Me Enamor\xe9 fue lanzado ayer. Lo tienen aqu\xed: https://t.co/zJnYvTGe5g\u2026 https://t.co/rgHSZraUsN', u'created_at': u'Sat Apr 08 17:19:05 +0000 2017', u'hashtags': [], u'user_mentions': [], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'in_reply_to_status_id': 850758694497288192, u'in_reply_to_screen_name': u'shakira', u'id_str': u'850759917866807296', u'urls': [{u'url': u'https://t.co/zJnYvTGe5g', u'expanded_url': u'https://youtu.be/T0ivG4Ew-Lk'}, {u'url': u'https://t.co/rgHSZraUsN', u'expanded_url': u'https://twitter.com/i/web/status/850759917866807296'}], u'retweet_count': 444, u'id': 850759917866807296, u'favorite_count': 1940, u'in_reply_to_user_id': 44409004}",Shakira
Shan_anigans13,"New York, NY",1000,587,37,1435,TRUE,2034,"{'created_at': 'Fri Mar 17 21:28:16 +0000 2017', 'id': 842850093862608897, 'id_str': '842850093862608897', 'text': 'Lolzz, welcome to the big leagues @jaimelkr12 _ÙÈ https://t.co/R9JhNoNcxb', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jaimelkr12', 'name': 'Jaime Lynn', 'id': 1932060128, 'id_str': '1932060128', 'indices': [34, 45]}], 'urls': [], 'media': [{'id': 842850087889920001, 'id_str': '842850087889920001', 'indices': [48, 71], 'media_url': 'http://pbs.twimg.com/media/C7JnsHeV4AE6-yY.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C7JnsHeV4AE6-yY.jpg', 'url': 'https://t.co/R9JhNoNcxb', 'display_url': 'pic.twitter.com/R9JhNoNcxb', 'expanded_url': 'https://twitter.com/Shan_anigans13/status/842850093862608897/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 750, 'h': 1334, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 842850087889920001, 'id_str': '842850087889920001', 'indices': [48, 71], 'media_url': 'http://pbs.twimg.com/media/C7JnsHeV4AE6-yY.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C7JnsHeV4AE6-yY.jpg', 'url': 'https://t.co/R9JhNoNcxb', 'display_url': 'pic.twitter.com/R9JhNoNcxb', 'expanded_url': 'https://twitter.com/Shan_anigans13/status/842850093862608897/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 675, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 750, 'h': 1334, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 382, 'h': 680, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",Shannon Rosenberg
shin_osrs_bot,å°é‡‘äº•é®®é­šåº—,10,None,None,None,None,113,"{u'lang': u'ja', u'text': u'\u3053\u306e\u5e97\u3001\u9589\u3081\u306a\u304f\u3066\u3059\u3093\u3060\u306e\u304b\uff01\u305d\u3044\u3064\u306f\u3084\u3063\u305f\u3058\u3083\u306d\u3047\u304b\u3002\u3088\u304b\u3063\u305f\u306a\u3041\u3001\u30de\u30b9\u30bf\u30fc\uff01', u'created_at': u'Sun Apr 09 21:54:05 +0000 2017', u'hashtags': [], u'user_mentions': [], u'source': u'<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>', u'id_str': u'851191513748955136', u'urls': [], u'id': 851191513748955136}",å°é‡‘äº•é€²bot
ShinSetoKS_bot,æ–°ç€¬æˆ¸é§…,462,260,12,None,None,269007,"{u'lang': u'ja', u'text': u'@3100kei_bot \u300c(\u7ba1\u7406\u4eba\u3055\u3093\u5c45\u303c)\u540d\u92443700\u7cfb_bot\u3055\u3093\u304a\u306f\u3088\u3046\u3063\u3059\uff01\u4eca\u65e5\u3082\u65b0\u702c\u6238\u99c5\u4f7f\u3063\u3066\u6b32\u3057\u3044\u3063\u3059\uff01', u'created_at': u'Sun Apr 09 21:54:06 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'3100kei_bot', u'name': u'(\u7ba1\u7406\u4eba\u3055\u3093\u5c45\u303c)\u540d\u92443700\u7cfb_bot', u'id': 1226182879}], u'source': u'<a href=""http://www.meitetsu.co.jp/"" rel=""nofollow"">\u540d\u9244\u702c\u6238\u7dda\u65b0\u702c\u6238\u99c51\u756a\u30db\u30fc\u30e03\u756a\u4e57\u8eca\u4f4d\u7f6e</a>', u'in_reply_to_status_id': 851191186089943040, u'in_reply_to_screen_name': u'3100kei_bot', u'id_str': u'851191517616066560', u'urls': [], u'id': 851191517616066560, u'in_reply_to_user_id': 1226182879}",ç€¬æˆ¸ç·šbotï¼ˆæ•…éšœï¼‰
Shredder_Bot,INãƒ¢ã‚°ãƒ©ã¡ã‚ƒã‚“,1967,2008,15,None,None,37087,"{u'lang': u'ja', u'text': u'@LubeStudio \u3042\u306e\u99ac\u9e7f\u3069\u3082\u3088\u308a\u4f7f\u3048\u305d\u3046\u306a\u3084\u3064\u3060\u306a\u3063\uff01\u3088\u3049\u3057\u4f7f\u3063\u3066\u3084\u308bDigital Signage Now\uff01\uff01\u3088\u308d\u3057\u304f\u983c\u3080\u305e\u3063\uff01\uff01', u'created_at': u'Sun Apr 09 21:54:25 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'LubeStudio', u'name': u'Digital Signage Now', u'id': 2994091773}], u'source': u'<a href=""http://www.nick.com/shows/ninja-turtles/?navid=characterNav"" rel=""nofollow"">IN\u3000\u30c6\u30af\u30ce\u30c9\u30ed\u30fc\u30e0</a>', u'in_reply_to_screen_name': u'LubeStudio', u'id_str': u'851191595219156993', u'urls': [], u'id': 851191595219156993, u'in_reply_to_user_id': 2994091773}",ã‚·ãƒ¥ãƒ¬ãƒƒãƒ€ãƒ¼
shugairi,saudi Arabia,16788108,139,16027,None,TRUE,8476,"{u'lang': u'ar', u'text': u'@bookbandae \u0627\u0644\u0644\u0647 \u064a\u0639\u0627\u0641\u064a\u0643 \u0648\u064a\u0634\u0641\u064a\u0643 \u0648\u064a\u0637\u0645\u0646 \u0628\u0627\u0644\u0643 \u0648\u064a\u0631\u0632\u0642\u0643 \u0627\u0644\u0631\u0636\u0627 \u0648\u0627\u0644\u0633\u0644\u0627\u0645', u'created_at': u'Mon Mar 20 21:25:49 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'bookbandae', u'name': u'\u0628\u0646\u062f\u0631 \u0628\u0646 \u062c\u0644\u0627\u0644\u0647', u'id': 1284915781}], u'source': u'<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>', u'in_reply_to_status_id': 843921470988476416, u'in_reply_to_screen_name': u'bookbandae', u'id_str': u'843936639139352578', u'urls': [], u'retweet_count': 94, u'id': 843936639139352578, u'favorite_count': 238, u'in_reply_to_user_id': 1284915781}",Ø£Ø­Ù…Ø¯ Ø§Ù„Ø´Ù‚ÙŠØ±ÙŠ
Simmydk,South Africa,4214,826,42,3543,FALSE,3398,"{'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '851354636246286336', 'text': 'ðŸHope everyone has a great week ðŸ https://t.co/g8LwwwHA80', 'extended_entities': {'media': [{'id_str': '851354610770071552', 'type': 'photo', 'indices': [34, 57], 'display_url': 'pic.twitter.com/g8LwwwHA80', 'media_url_https': 'https://pbs.twimg.com/media/C9CeggDXUAAIpG8.jpg', 'url': 'https://t.co/g8LwwwHA80', 'id': 851354610770071552, 'expanded_url': 'https://twitter.com/Simmydk/status/851354636246286336/photo/1', 'sizes': {'small': {'h': 640, 'resize': 'fit', 'w': 640}, 'medium': {'h': 640, 'resize': 'fit', 'w': 640}, 'large': {'h': 640, 'resize': 'fit', 'w': 640}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'media_url': 'http://pbs.twimg.com/media/C9CeggDXUAAIpG8.jpg'}]}, 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'media': [{'id_str': '851354610770071552', 'type': 'photo', 'indices': [34, 57], 'display_url': 'pic.twitter.com/g8LwwwHA80', 'media_url_https': 'https://pbs.twimg.com/media/C9CeggDXUAAIpG8.jpg', 'url': 'https://t.co/g8LwwwHA80', 'id': 851354610770071552, 'expanded_url': 'https://twitter.com/Simmydk/status/851354636246286336/photo/1', 'sizes': {'small': {'h': 640, 'resize': 'fit', 'w': 640}, 'medium': {'h': 640, 'resize': 'fit', 'w': 640}, 'large': {'h': 640, 'resize': 'fit', 'w': 640}, 'thumb': {'h': 150, 'resize': 'crop', 'w': 150}}, 'media_url': 'http://pbs.twimg.com/media/C9CeggDXUAAIpG8.jpg'}], 'user_mentions': []}, 'favorite_count': 3, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'possibly_sensitive': False, 'created_at': 'Mon Apr 10 08:42:17 +0000 2017', 'id': 851354636246286336, 'lang': 'en', 'retweet_count': 0}",Simone Dawn De Kock
sk_guitargirl,â™¡OSAKAâ™¡,571,748,2,None,None,15658,"{u'lang': u'ja', u'text': u'\u3010bot\u3011\u65b0\u898f\u30d5\u30a9\u30ed\u30ef\u30fc\u69d8\u3088\u308d\u3057\u304f\u304a\u306d\u304c\u3044\u3057\u307e\u3059(*^^*)\u3044\u3064\u3067\u3082\u3053\u308c\u304b\u3089\u7d61\u3093\u3067\u304f\u3060\u3055\u3044\u266a', u'created_at': u'Sun Apr 09 21:54:08 +0000 2017', u'hashtags': [], u'user_mentions': [], u'source': u'<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>', u'id_str': u'851191524226326528', u'urls': [], u'id': 851191524226326528}",ã‹ã®ã‚“ã¡ã‚ƒã‚“ã€‚
SkarSkarSkar,,6283,844,145,4956,TRUE,7721,"{'created_at': 'Tue Apr 11 19:36:18 +0000 2017', 'id': 851881615009603584, 'id_str': '851881615009603584', 'text': '@alplicable @AshleyRParker signed.', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'alplicable', 'name': 'Alp Ozcelik', 'id': 22981298, 'id_str': '22981298', 'indices': [0, 11]}, {'screen_name': 'AshleyRParker', 'name': 'Ashley Parker', 'id': 33919343, 'id_str': '33919343', 'indices': [12, 26]}], 'urls': []}, 'source': '<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>', 'in_reply_to_status_id': 851881450819420162, 'in_reply_to_status_id_str': '851881450819420162', 'in_reply_to_user_id': 22981298, 'in_reply_to_user_id_str': '22981298', 'in_reply_to_screen_name': 'alplicable', 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'en'}",Sarah Karlan
